model,year,price,transmission,mileage,fueltype,tax,mpg,enginesize
1 series,2016-01-01,13995,semi-auto,41397,diesel,30,65.7,2.0
m2,2020-01-01,42999,semi-auto,15,petrol,150,29.1,3.0
3 series,2017-01-01,20995,semi-auto,20400,hybrid,140,134.5,2.0
4 series,2018-01-01,20995,semi-auto,14972,petrol,150,45.6,2.0
4 series,2019-01-01,25488,automatic,5627,petrol,145,45.6,2.0
m4,2019-01-01,47995,automatic,999,petrol,145,34.0,3.0
3 series,2019-01-01,34995,automatic,5873,diesel,145,50.4,2.0
4 series,2019-01-01,29995,automatic,999,diesel,145,53.3,3.0
m2,2019-01-01,46995,automatic,999,petrol,145,29.1,3.0
1 series,2019-01-01,27888,automatic,999,diesel,145,51.4,2.0
4 series,2019-01-01,30450,automatic,10638,petrol,145,39.2,3.0
x5,2019-01-01,44888,automatic,12082,diesel,145,37.7,3.0
3 series,2019-01-01,33995,semi-auto,7974,hybrid,135,8.8,2.0
3 series,2016-01-01,19495,semi-auto,29125,diesel,150,56.5,3.0
3 series,2019-01-01,31995,automatic,999,petrol,145,42.2,2.0
x3,2017-01-01,18995,semi-auto,60000,diesel,150,54.3,2.0
1 series,2017-01-01,19995,manual,26574,petrol,150,46.3,2.0
3 series,2015-01-01,16995,semi-auto,67000,diesel,200,49.6,3.0
1 series,2017-01-01,23000,semi-auto,13783,petrol,150,39.8,3.0
4 series,2019-01-01,34590,automatic,999,petrol,145,45.6,2.0
1 series,2019-01-01,19888,manual,999,diesel,145,72.4,1.5
3 series,2016-01-01,18888,automatic,17749,diesel,145,56.5,3.0
1 series,2017-01-01,15995,manual,15992,diesel,30,65.7,2.0
5 series,2020-01-01,40995,semi-auto,2712,hybrid,145,55.4,2.0
2 series,2019-01-01,22995,manual,999,petrol,145,42.2,1.5
x1,2019-01-01,27995,automatic,999,petrol,145,35.3,2.0
3 series,2019-01-01,30888,manual,999,diesel,145,54.3,2.0
5 series,2019-01-01,30995,automatic,999,diesel,145,65.7,2.0
3 series,2019-01-01,33888,automatic,999,diesel,145,50.4,2.0
4 series,2019-01-01,39891,automatic,5806,diesel,145,51.4,3.0
1 series,2019-01-01,26991,manual,3250,petrol,145,41.5,1.5
x6,2019-01-01,58990,semi-auto,3371,diesel,145,34.9,3.0
5 series,2019-01-01,31780,semi-auto,13384,diesel,145,60.1,3.0
3 series,2019-01-01,30761,semi-auto,3465,diesel,150,52.3,2.0
z4,2014-01-01,3076,manual,31074,petrol,205,41.5,2.0
2 series,2019-01-01,19350,automatic,10500,diesel,145,51.4,2.0
x3,2018-01-01,29222,semi-auto,9406,diesel,145,54.3,2.0
3 series,2019-01-01,29754,semi-auto,8853,diesel,145,52.3,2.0
x5,2019-01-01,47990,semi-auto,7275,diesel,145,37.7,3.0
1 series,2017-01-01,21712,automatic,25500,petrol,145,39.8,3.0
2 series,2019-01-01,23113,semi-auto,8039,petrol,145,47.9,2.0
1 series,2017-01-01,13831,manual,20112,petrol,150,53.3,1.5
1 series,2017-01-01,20081,semi-auto,32000,petrol,200,39.8,3.0
1 series,2017-01-01,14995,manual,16366,diesel,150,65.7,2.0
3 series,2019-01-01,21995,semi-auto,18000,diesel,145,62.8,2.0
3 series,2020-01-01,34995,semi-auto,11,diesel,145,49.6,2.0
3 series,2020-01-01,38555,semi-auto,11,petrol,145,34.9,3.0
x3,2019-01-01,35495,semi-auto,6156,diesel,145,48.7,3.0
3 series,2020-01-01,41555,semi-auto,9,petrol,145,33.6,3.0
x5,2019-01-01,46982,semi-auto,9820,diesel,145,37.7,3.0
2 series,2020-01-01,36771,semi-auto,485,petrol,145,36.2,2.0
4 series,2014-01-01,14941,semi-auto,49460,petrol,165,44.1,2.0
3 series,2014-01-01,12331,semi-auto,41000,diesel,30,62.8,2.0
x1,2019-01-01,25680,automatic,1768,diesel,145,65.7,2.0
z4,2019-01-01,31600,automatic,2200,petrol,145,37.2,2.0
x1,2017-01-01,17861,semi-auto,20932,diesel,30,65.7,2.0
2 series,2018-01-01,16932,semi-auto,16132,diesel,150,64.2,2.0
x3,2019-01-01,34454,semi-auto,10032,diesel,145,54.3,2.0
1 series,2019-01-01,31791,semi-auto,6000,petrol,150,34.5,2.0
2 series,2018-01-01,24461,semi-auto,5190,petrol,150,32.5,3.0
x2,2019-01-01,36981,semi-auto,7197,petrol,150,34.0,2.0
5 series,2019-01-01,28370,semi-auto,6251,petrol,145,50.4,2.0
3 series,2019-01-01,32050,automatic,4700,diesel,145,52.3,2.0
1 series,2019-01-01,30900,automatic,5345,petrol,145,34.5,2.0
3 series,2019-01-01,41490,automatic,4830,diesel,145,43.5,3.0
x3,2019-01-01,56322,semi-auto,4620,petrol,145,24.8,3.0
m4,2019-01-01,49010,automatic,837,petrol,145,34.0,3.0
x5,2020-01-01,62991,semi-auto,123,diesel,145,37.7,3.0
3 series,2020-01-01,38991,semi-auto,132,diesel,145,52.3,2.0
x1,2020-01-01,36991,semi-auto,800,diesel,145,60.1,2.0
6 series,2020-01-01,44991,semi-auto,123,diesel,145,42.2,2.0
3 series,2015-01-01,13960,automatic,33330,diesel,125,60.1,2.0
x3,2017-01-01,19950,automatic,49100,diesel,145,54.3,2.0
1 series,2017-01-01,13720,manual,9617,petrol,150,53.3,1.5
x2,2020-01-01,39991,semi-auto,700,petrol,145,34.0,2.0
6 series,2017-01-01,32023,semi-auto,3546,diesel,145,48.7,3.0
5 series,2018-01-01,36162,semi-auto,9270,petrol,145,39.2,3.0
x1,2019-01-01,26020,automatic,3197,diesel,145,65.7,2.0
4 series,2019-01-01,29920,semi-auto,5732,diesel,145,60.1,2.0
4 series,2019-01-01,27970,semi-auto,7383,petrol,145,48.7,2.0
1 series,2015-01-01,11295,automatic,27054,diesel,20,72.4,1.5
x5,2017-01-01,40162,automatic,10914,diesel,145,42.8,3.0
x1,2018-01-01,22512,semi-auto,14100,diesel,145,60.1,2.0
z4,2020-01-01,39991,semi-auto,202,petrol,145,37.2,2.0
8 series,2020-01-01,69991,semi-auto,419,petrol,145,33.2,3.0
8 series,2020-01-01,66991,semi-auto,123,petrol,145,33.2,3.0
x2,2019-01-01,23633,manual,8100,diesel,145,53.3,2.0
2 series,2019-01-01,23872,semi-auto,1105,diesel,145,52.3,2.0
2 series,2019-01-01,23242,manual,10,petrol,145,52.3,1.5
2 series,2019-01-01,22753,semi-auto,8020,diesel,145,65.7,2.0
2 series,2019-01-01,23722,semi-auto,123,diesel,145,49.6,2.0
3 series,2019-01-01,29822,semi-auto,1020,diesel,145,52.3,2.0
1 series,2019-01-01,29450,semi-auto,3743,petrol,145,34.5,2.0
1 series,2019-01-01,20172,semi-auto,5500,petrol,145,54.3,1.5
3 series,2013-01-01,14671,semi-auto,27604,petrol,200,43.5,2.0
m5,2018-01-01,61792,automatic,5856,petrol,145,26.9,4.4
2 series,2017-01-01,18490,semi-auto,14440,diesel,145,64.2,2.0
x3,2019-01-01,32950,semi-auto,4953,petrol,145,30.4,2.0
3 series,2016-01-01,15290,semi-auto,42328,diesel,30,62.8,2.0
x3,2016-01-01,15495,manual,60813,diesel,160,52.3,2.0
x1,2016-01-01,17450,automatic,43475,diesel,125,57.6,2.0
x1,2017-01-01,18995,semi-auto,26249,petrol,160,44.8,2.0
1 series,2018-01-01,15495,manual,7950,petrol,145,37.7,1.5
4 series,2017-01-01,19995,semi-auto,21888,diesel,145,55.4,3.0
x1,2017-01-01,19495,semi-auto,23397,diesel,125,57.6,2.0
x1,2016-01-01,18995,semi-auto,17604,diesel,125,60.1,2.0
2 series,2016-01-01,14995,semi-auto,56010,diesel,125,57.6,2.0
3 series,2019-01-01,21991,semi-auto,12245,petrol,145,47.9,2.0
5 series,2018-01-01,25995,semi-auto,15255,hybrid,135,156.9,2.0
1 series,2017-01-01,14650,manual,12616,diesel,30,65.7,2.0
x1,2017-01-01,19540,automatic,34240,diesel,125,57.6,2.0
2 series,2016-01-01,16110,semi-auto,28280,petrol,125,53.3,1.5
3 series,2016-01-01,14504,manual,35210,diesel,30,64.2,2.0
3 series,2016-01-01,13987,manual,22030,petrol,150,49.6,1.5
1 series,2016-01-01,14652,manual,9461,diesel,20,70.6,1.5
3 series,2016-01-01,17640,semi-auto,28590,diesel,145,56.5,3.0
5 series,2017-01-01,22490,semi-auto,36549,diesel,30,65.7,2.0
i3,2017-01-01,21490,automatic,26139,hybrid,135,470.8,0.0
x3,2016-01-01,19990,semi-auto,34325,diesel,145,54.3,2.0
5 series,2017-01-01,21790,automatic,27744,diesel,145,60.1,2.0
2 series,2019-01-01,21990,automatic,8351,hybrid,135,148.7,1.5
x5,2019-01-01,52990,automatic,10,diesel,145,37.7,3.0
2 series,2019-01-01,22450,automatic,11275,hybrid,135,148.7,1.5
2 series,2019-01-01,19490,automatic,5809,diesel,145,51.4,2.0
1 series,2019-01-01,22890,semi-auto,1581,diesel,145,74.3,2.0
1 series,2019-01-01,21990,semi-auto,1540,diesel,145,78.5,1.5
x2,2020-01-01,31990,semi-auto,5,petrol,145,39.8,2.0
2 series,2016-01-01,12950,manual,36633,diesel,20,74.3,1.5
x2,2018-01-01,25490,semi-auto,10597,diesel,145,58.9,2.0
4 series,2019-01-01,24888,manual,8129,petrol,145,46.3,2.0
x4,2020-01-01,46995,semi-auto,999,diesel,145,37.2,3.0
x5,2018-01-01,34995,automatic,26107,hybrid,135,85.6,2.0
2 series,2016-01-01,16990,semi-auto,27589,diesel,30,62.8,2.0
3 series,2019-01-01,31990,automatic,9850,diesel,145,52.3,2.0
3 series,2019-01-01,34990,automatic,7250,diesel,145,49.6,2.0
2 series,2019-01-01,25950,automatic,5000,diesel,145,48.7,2.0
3 series,2019-01-01,31995,automatic,7693,diesel,145,52.3,2.0
x1,2016-01-01,14995,manual,30000,diesel,20,68.9,2.0
x1,2019-01-01,28383,manual,999,diesel,145,68.9,2.0
x6,2019-01-01,42888,automatic,10231,diesel,145,44.8,3.0
4 series,2019-01-01,30888,automatic,3309,diesel,145,60.1,2.0
1 series,2018-01-01,22995,semi-auto,12537,petrol,145,39.8,3.0
z4,2019-01-01,43995,automatic,4401,petrol,145,33.2,3.0
5 series,2014-01-01,14790,semi-auto,40715,diesel,30,62.8,2.0
3 series,2017-01-01,15790,manual,35238,diesel,30,64.2,2.0
x1,2017-01-01,19490,automatic,19090,diesel,145,65.7,2.0
2 series,2017-01-01,21890,semi-auto,25223,petrol,200,39.8,3.0
7 series,2017-01-01,33990,semi-auto,28998,petrol,300,35.3,4.4
3 series,2019-01-01,29890,automatic,5211,diesel,145,52.3,2.0
3 series,2019-01-01,31990,automatic,5,petrol,145,42.2,2.0
2 series,2020-01-01,28995,semi-auto,5,diesel,145,67.3,2.0
5 series,2017-01-01,22490,semi-auto,26002,diesel,145,68.9,2.0
2 series,2020-01-01,28490,semi-auto,5,petrol,145,50.4,2.0
1 series,2020-01-01,32990,semi-auto,6870,diesel,145,48.7,2.0
x1,2020-01-01,28990,semi-auto,1981,petrol,145,46.3,1.5
4 series,2019-01-01,31990,automatic,7800,petrol,145,44.8,2.0
2 series,2019-01-01,29990,automatic,6300,hybrid,135,113.0,1.5
x2,2019-01-01,34490,automatic,5730,petrol,145,34.0,2.0
x1,2017-01-01,19990,semi-auto,32000,diesel,125,57.6,2.0
3 series,2018-01-01,21990,semi-auto,8426,petrol,145,48.7,2.0
4 series,2018-01-01,21990,semi-auto,20611,diesel,145,60.1,2.0
3 series,2019-01-01,30950,semi-auto,7586,petrol,145,41.5,2.0
x3,2020-01-01,45991,semi-auto,120,diesel,150,48.7,3.0
x2,2019-01-01,36981,semi-auto,4497,petrol,150,34.0,2.0
3 series,2014-01-01,14882,semi-auto,63820,diesel,165,49.6,3.0
3 series,2019-01-01,35990,automatic,6393,diesel,145,52.3,2.0
3 series,2019-01-01,29990,automatic,7337,diesel,145,52.3,2.0
1 series,2019-01-01,33990,automatic,9599,petrol,145,34.5,2.0
3 series,2019-01-01,32990,automatic,9892,diesel,145,48.7,2.0
1 series,2019-01-01,31990,automatic,4920,petrol,145,34.5,2.0
3 series,2019-01-01,39390,automatic,8945,diesel,145,43.5,3.0
4 series,2019-01-01,30990,automatic,9897,diesel,145,53.3,3.0
4 series,2020-01-01,26990,semi-auto,7,petrol,145,48.7,2.0
3 series,2020-01-01,34990,semi-auto,4100,petrol,145,41.5,2.0
1 series,2017-01-01,16790,manual,15468,petrol,145,46.3,2.0
3 series,2020-01-01,36990,semi-auto,2475,petrol,145,40.4,2.0
x5,2017-01-01,34990,automatic,27044,diesel,145,47.1,3.0
1 series,2020-01-01,32995,semi-auto,5,diesel,145,48.7,2.0
3 series,2014-01-01,13441,manual,38000,diesel,30,61.4,2.0
3 series,2014-01-01,14522,semi-auto,67000,diesel,125,58.9,2.0
2 series,2016-01-01,13522,manual,53207,diesel,20,68.9,1.5
x3,2016-01-01,20931,semi-auto,38489,diesel,145,54.3,2.0
2 series,2019-01-01,19870,manual,123,petrol,145,42.8,1.5
x3,2019-01-01,34882,semi-auto,6000,petrol,145,30.4,2.0
2 series,2017-01-01,14690,semi-auto,24997,diesel,20,68.9,2.0
1 series,2015-01-01,10690,manual,61676,diesel,20,70.6,2.0
3 series,2019-01-01,33990,semi-auto,9598,diesel,150,47.9,3.0
1 series,2019-01-01,22890,manual,5463,petrol,150,41.5,1.5
1 series,2019-01-01,22890,manual,5842,petrol,150,41.5,1.5
1 series,2019-01-01,22890,manual,11506,petrol,150,41.5,1.5
x5,2019-01-01,51990,semi-auto,9607,petrol,150,27.2,3.0
x1,2019-01-01,27490,semi-auto,5742,petrol,150,48.7,2.0
x3,2019-01-01,38950,semi-auto,3290,diesel,150,54.3,2.0
1 series,2019-01-01,22500,manual,7781,petrol,150,41.5,1.5
3 series,2019-01-01,42995,automatic,1606,petrol,145,34.9,3.0
5 series,2020-01-01,30995,semi-auto,999,hybrid,145,49.6,2.0
x3,2020-01-01,35995,semi-auto,4373,diesel,145,54.3,2.0
4 series,2020-01-01,26750,semi-auto,2986,diesel,150,65.7,2.0
2 series,2020-01-01,27500,semi-auto,1086,petrol,150,42.2,1.5
x1,2019-01-01,26000,semi-auto,2400,diesel,150,60.1,2.0
1 series,2019-01-01,20750,manual,4619,petrol,150,44.1,1.5
3 series,2019-01-01,33250,semi-auto,8496,diesel,145,47.9,3.0
2 series,2020-01-01,19500,automatic,5746,petrol,150,42.2,1.5
1 series,2016-01-01,14250,manual,18372,petrol,125,52.3,1.5
x3,2019-01-01,36500,semi-auto,7503,petrol,150,34.5,3.0
3 series,2015-01-01,12999,semi-auto,45191,diesel,125,58.9,2.0
1 series,2017-01-01,13888,manual,40014,diesel,20,70.6,1.5
3 series,2019-01-01,32888,automatic,13136,petrol,145,42.2,2.0
5 series,2019-01-01,34888,automatic,948,diesel,145,55.4,2.0
1 series,2019-01-01,28888,automatic,999,diesel,145,48.7,2.0
x6,2020-01-01,69995,semi-auto,999,diesel,145,34.9,3.0
3 series,2019-01-01,29888,manual,2454,diesel,145,54.3,2.0
4 series,2019-01-01,29888,manual,999,petrol,145,46.3,2.0
2 series,2016-01-01,11495,manual,26883,petrol,125,52.3,1.5
6 series,2016-01-01,22990,semi-auto,21654,diesel,200,49.6,3.0
1 series,2016-01-01,11725,manual,32000,diesel,20,72.4,1.5
x1,2017-01-01,21500,automatic,25100,diesel,145,57.6,2.0
2 series,2016-01-01,10400,manual,72890,petrol,125,53.3,1.5
3 series,2019-01-01,26450,semi-auto,2754,diesel,150,52.3,2.0
3 series,2019-01-01,27450,semi-auto,7491,petrol,150,41.5,2.0
1 series,2019-01-01,25990,semi-auto,6596,diesel,150,51.4,2.0
x1,2015-01-01,17990,semi-auto,10258,diesel,30,65.7,2.0
x1,2017-01-01,23990,semi-auto,1061,petrol,165,44.8,2.0
m3,2019-01-01,62995,semi-auto,5957,petrol,145,33.2,3.0
1 series,2017-01-01,15888,automatic,20890,diesel,145,68.9,2.0
3 series,2020-01-01,31000,semi-auto,986,diesel,150,50.4,2.0
3 series,2020-01-01,35000,semi-auto,1986,petrol,145,40.4,2.0
1 series,2017-01-01,19000,semi-auto,42657,petrol,200,39.8,3.0
x5,2019-01-01,51500,semi-auto,10,diesel,145,37.7,3.0
4 series,2019-01-01,24750,semi-auto,4642,petrol,145,45.6,2.0
2 series,2017-01-01,16250,semi-auto,23374,diesel,150,65.7,2.0
3 series,2018-01-01,17995,semi-auto,40456,diesel,145,64.2,2.0
3 series,2019-01-01,25888,automatic,2258,diesel,145,62.8,2.0
x5,2019-01-01,47995,automatic,999,diesel,145,37.7,3.0
1 series,2019-01-01,17888,automatic,999,petrol,145,55.5,1.5
4 series,2019-01-01,28888,automatic,3419,diesel,145,60.1,2.0
4 series,2014-01-01,15888,manual,38000,diesel,125,57.6,2.0
3 series,2018-01-01,24888,semi-auto,7298,diesel,145,51.4,3.0
x6,2020-01-01,56000,automatic,7486,diesel,145,34.9,3.0
x2,2020-01-01,33000,semi-auto,3986,petrol,145,34.0,2.0
3 series,2020-01-01,34000,semi-auto,4986,diesel,145,47.9,3.0
2 series,2020-01-01,34000,semi-auto,2986,petrol,145,36.2,2.0
i3,2017-01-01,19000,automatic,23983,hybrid,0,470.8,0.0
x1,2020-01-01,26750,automatic,1000,diesel,145,47.9,2.0
m2,2019-01-01,46000,manual,4534,petrol,145,28.5,3.0
5 series,2017-01-01,25000,automatic,18677,diesel,145,60.1,3.0
x1,2019-01-01,22750,manual,10879,petrol,145,39.8,1.5
5 series,2019-01-01,30500,semi-auto,8993,hybrid,135,156.9,2.0
x1,2016-01-01,20500,semi-auto,19010,diesel,125,57.6,2.0
3 series,2019-01-01,26000,semi-auto,4315,petrol,145,42.2,2.0
x1,2017-01-01,20000,semi-auto,24150,diesel,145,57.6,2.0
3 series,2019-01-01,26000,semi-auto,5358,diesel,145,52.3,2.0
3 series,2017-01-01,16500,semi-auto,38620,diesel,150,64.2,2.0
x3,2019-01-01,32250,semi-auto,4386,diesel,150,54.3,2.0
5 series,2015-01-01,13686,automatic,77715,diesel,160,52.3,3.0
2 series,2018-01-01,20952,semi-auto,42912,petrol,150,47.9,2.0
4 series,2014-01-01,18062,semi-auto,49745,diesel,165,50.4,3.0
x1,2018-01-01,19921,semi-auto,25059,diesel,150,60.1,2.0
1 series,2019-01-01,20750,manual,5692,petrol,145,44.1,1.5
x1,2019-01-01,23000,manual,8561,petrol,145,39.8,1.5
5 series,2019-01-01,36500,semi-auto,1475,petrol,150,39.2,3.0
1 series,2019-01-01,20750,manual,5225,petrol,150,44.1,1.5
1 series,2019-01-01,20750,manual,6860,petrol,150,44.1,1.5
1 series,2020-01-01,27840,semi-auto,150,diesel,145,51.4,2.0
4 series,2019-01-01,32440,manual,3792,diesel,145,62.8,2.0
2 series,2020-01-01,36840,semi-auto,2422,petrol,145,36.2,2.0
4 series,2020-01-01,39250,semi-auto,151,diesel,150,47.9,3.0
1 series,2013-01-01,10991,semi-auto,46439,petrol,150,48.7,1.6
4 series,2017-01-01,19350,automatic,18399,diesel,30,64.2,2.0
3 series,2017-01-01,18391,semi-auto,31116,hybrid,0,134.5,2.0
x2,2018-01-01,22111,semi-auto,16708,petrol,150,38.7,2.0
3 series,2019-01-01,29464,semi-auto,4251,petrol,145,42.2,2.0
x2,2019-01-01,32130,semi-auto,11571,petrol,145,34.0,2.0
1 series,2019-01-01,30420,semi-auto,10159,petrol,145,34.5,2.0
x3,2019-01-01,55610,automatic,3367,petrol,145,24.8,3.0
3 series,2017-01-01,16995,manual,28700,petrol,150,47.9,2.0
1 series,2017-01-01,14500,manual,13681,diesel,150,65.7,2.0
2 series,2019-01-01,19495,manual,4824,petrol,150,52.3,1.5
2 series,2019-01-01,19495,manual,7937,petrol,150,54.3,1.5
x1,2017-01-01,20722,semi-auto,22636,petrol,160,44.8,2.0
2 series,2019-01-01,28630,semi-auto,2564,diesel,145,67.3,2.0
x1,2019-01-01,25730,semi-auto,4495,petrol,145,38.2,2.0
x6,2015-01-01,26462,semi-auto,60930,diesel,200,47.1,3.0
1 series,2014-01-01,10462,manual,29260,petrol,145,50.4,1.6
1 series,2016-01-01,14881,manual,42452,diesel,30,62.8,2.0
x1,2017-01-01,19721,semi-auto,18800,diesel,125,60.1,2.0
x5,2016-01-01,23912,automatic,89676,diesel,200,47.1,3.0
i3,2014-01-01,14182,automatic,37161,hybrid,0,470.8,0.0
x6,2019-01-01,61854,semi-auto,1000,diesel,145,34.9,3.0
x1,2019-01-01,25843,semi-auto,7117,diesel,145,60.1,2.0
3 series,2015-01-01,14982,automatic,45909,diesel,30,62.8,2.0
x5,2019-01-01,52004,semi-auto,4000,diesel,145,37.7,3.0
4 series,2016-01-01,19841,semi-auto,30968,petrol,160,44.1,2.0
x5,2019-01-01,52990,semi-auto,10,diesel,150,37.7,3.0
1 series,2019-01-01,22890,manual,10927,petrol,150,41.5,1.5
x2,2018-01-01,24495,semi-auto,13147,diesel,150,58.9,2.0
5 series,2015-01-01,15499,semi-auto,43013,diesel,30,62.8,2.0
x5,2016-01-01,28140,automatic,43003,diesel,200,47.1,3.0
x1,2017-01-01,21500,semi-auto,24814,diesel,145,55.4,2.0
x6,2016-01-01,20950,semi-auto,29211,diesel,205,47.1,3.0
x5,2014-01-01,20450,automatic,89000,diesel,205,45.6,3.0
4 series,2016-01-01,22652,semi-auto,33766,petrol,200,41.5,3.0
5 series,2017-01-01,23941,semi-auto,23095,diesel,125,60.1,2.0
2 series,2015-01-01,18012,semi-auto,13642,diesel,125,57.6,2.0
2 series,2015-01-01,13881,manual,25283,petrol,150,47.9,2.0
3 series,2019-01-01,27555,manual,7887,diesel,145,54.3,2.0
x5,2019-01-01,55990,semi-auto,6007,diesel,145,33.6,3.0
x2,2019-01-01,29343,semi-auto,1644,petrol,145,36.2,2.0
3 series,2013-01-01,11072,manual,78852,diesel,30,62.8,2.0
3 series,2015-01-01,19641,semi-auto,23503,diesel,160,51.4,3.0
x1,2019-01-01,25916,automatic,4230,diesel,145,60.1,2.0
2 series,2019-01-01,21876,automatic,7910,diesel,145,64.2,2.0
4 series,2016-01-01,18536,automatic,32814,petrol,145,48.7,2.0
m4,2019-01-01,41986,automatic,144,petrol,145,34.0,3.0
x5,2019-01-01,52990,semi-auto,10,diesel,150,37.7,3.0
x5,2019-01-01,47990,semi-auto,8481,diesel,150,37.7,3.0
2 series,2019-01-01,24690,semi-auto,7338,petrol,150,47.9,2.0
x5,2019-01-01,53850,semi-auto,16,diesel,150,37.7,3.0
4 series,2016-01-01,19990,semi-auto,35900,diesel,125,60.1,2.0
3 series,2017-01-01,20990,semi-auto,36000,hybrid,135,134.5,2.0
4 series,2020-01-01,27669,manual,151,diesel,150,62.8,2.0
x5,2015-01-01,29241,automatic,35552,diesel,205,47.1,3.0
2 series,2016-01-01,17965,semi-auto,20379,diesel,125,60.1,2.0
3 series,2014-01-01,9942,manual,97185,diesel,30,65.7,2.0
3 series,2015-01-01,16641,semi-auto,49396,petrol,160,44.1,2.0
3 series,2019-01-01,21444,semi-auto,6329,diesel,145,55.4,2.0
5 series,2019-01-01,32600,semi-auto,8260,hybrid,140,156.9,2.0
3 series,2019-01-01,26500,semi-auto,7120,petrol,150,47.9,2.0
3 series,2018-01-01,16999,manual,7000,diesel,145,67.3,2.0
3 series,2019-01-01,28999,automatic,11681,diesel,145,52.3,2.0
4 series,2019-01-01,30140,automatic,7583,diesel,145,60.1,2.0
3 series,2019-01-01,34700,semi-auto,6006,diesel,145,49.6,2.0
4 series,2019-01-01,31210,automatic,4300,diesel,145,53.3,3.0
x1,2019-01-01,24850,automatic,9784,diesel,145,60.1,2.0
3 series,2019-01-01,18999,automatic,11749,diesel,145,62.8,2.0
1 series,2019-01-01,16555,manual,9451,diesel,145,68.9,2.0
1 series,2019-01-01,18999,automatic,1000,diesel,145,70.6,2.0
x6,2019-01-01,41780,semi-auto,13000,diesel,145,44.8,3.0
4 series,2019-01-01,29582,automatic,5684,petrol,145,41.5,3.0
4 series,2019-01-01,27700,manual,110,petrol,145,46.3,2.0
1 series,2017-01-01,14445,automatic,21500,diesel,145,72.4,1.5
x3,2019-01-01,54999,automatic,500,petrol,145,24.8,3.0
m2,2019-01-01,44500,semi-auto,4929,petrol,150,29.1,3.0
i3,2017-01-01,21500,automatic,10900,hybrid,140,470.8,0.0
x1,2016-01-01,18500,automatic,27000,diesel,145,55.4,2.0
3 series,2015-01-01,14995,automatic,44000,diesel,145,56.5,3.0
m4,2017-01-01,35352,semi-auto,9215,petrol,300,34.0,3.0
x2,2019-01-01,35470,automatic,1566,diesel,145,58.9,2.0
1 series,2016-01-01,15500,semi-auto,37753,diesel,20,67.3,2.0
5 series,2017-01-01,26000,semi-auto,43533,diesel,150,53.3,3.0
z4,2020-01-01,44300,semi-auto,1801,petrol,150,33.2,3.0
m4,2018-01-01,39999,semi-auto,10809,petrol,150,34.0,3.0
5 series,2018-01-01,24999,semi-auto,17371,diesel,145,62.8,2.0
3 series,2019-01-01,27999,automatic,9214,diesel,145,52.3,2.0
5 series,2019-01-01,28999,automatic,13000,petrol,145,47.9,2.0
x3,2019-01-01,33790,semi-auto,3633,petrol,145,30.4,2.0
x4,2019-01-01,42550,semi-auto,8515,petrol,145,26.9,3.0
m2,2019-01-01,42110,automatic,5644,petrol,145,29.1,3.0
2 series,2019-01-01,20860,manual,5684,petrol,145,42.8,1.5
2 series,2019-01-01,20850,manual,3993,petrol,145,42.8,1.5
2 series,2019-01-01,23150,semi-auto,5035,diesel,145,49.6,2.0
2 series,2019-01-01,20950,manual,2178,diesel,145,51.4,2.0
3 series,2020-01-01,41995,automatic,4300,petrol,145,33.6,3.0
3 series,2019-01-01,29999,automatic,12143,diesel,145,52.3,2.0
x3,2019-01-01,34999,automatic,12774,diesel,145,54.3,2.0
2 series,2019-01-01,27995,automatic,110,diesel,145,64.2,2.0
5 series,2019-01-01,26888,automatic,8070,diesel,145,65.7,2.0
4 series,2019-01-01,26995,manual,110,petrol,145,46.3,2.0
2 series,2019-01-01,20555,automatic,9736,petrol,145,50.4,2.0
2 series,2019-01-01,20999,automatic,37,petrol,145,47.9,2.0
m3,2017-01-01,53995,automatic,3824,petrol,145,34.0,3.0
x3,2019-01-01,31436,automatic,6172,diesel,145,54.3,2.0
4 series,2019-01-01,22680,automatic,9820,petrol,145,45.6,2.0
3 series,2019-01-01,35150,automatic,5920,diesel,145,47.9,3.0
m5,2019-01-01,81140,semi-auto,551,petrol,145,24.1,4.4
x1,2019-01-01,31280,semi-auto,2865,diesel,145,36.7,2.0
